word,freq,in_words,postag
oat,1,1,n
greeter,1,1,n
cardiology,1,1,n
jeopardize,1,1,n
telephonic,1,1,n
wart,1,1,n
vincent,1,1,n
intermittent,1,1,n
motorist,1,1,n
hin,1,1,n
veranda,1,1,n
salable,1,1,a
pint,1,1,n
quetzal,1,1,n
mentor,1,1,n
econometric,1,1,n
motorcyclist,1,1,n
multilingual,1,1,a
unconventional,1,1,a
suggestion,1,1,n
largo,1,1,n
wha,1,1,n
bush,1,1,n
brown,1,1,n
rote,1,1,n
teeth,1,1,n
router,1,1,n
judicature,1,1,n
gradation,1,1,n
vakil,1,1,n
secondar,1,1,n
floodgate,1,1,n
offshoot,1,1,n
cobra,1,1,n
kick,1,1,n
ake,1,1,n
tao,1,1,n
levant,1,1,n
homogeneity,1,1,n
subject,1,1,n
grease,1,1,n
cylindrical,1,1,a
wellness,1,1,n
receptacle,1,1,n
lace,1,1,n
rectification,1,1,n
loo,1,1,n
lin,1,1,n
apple,1,1,n
outwith,1,1,n
reinstallation,1,1,n
sures,1,1,n
homeland,1,1,n
approximation,1,1,n
bolster,1,1,n
flatcar,1,1,n
mal,1,1,n
apiculture,1,1,n
zoo,1,1,n
consolation,1,1,n
pah,1,1,n
vortex,1,1,n
fate,1,1,n
pathogenic,1,1,n
maid,1,1,n
gynecology,1,1,n
rethe,1,1,n
allotment,1,1,n
citizenry,1,1,n
wish,1,1,n
specific,1,1,n
leaver,1,1,n
electrocution,1,1,n
pivotal,1,1,n
inorganic,1,1,n
electrotechnical,1,1,a
wedge,1,1,n
karakul,1,1,n
inaugural,1,1,a
uncertainty,1,1,n
thana,1,1,n
wee,1,1,n
manzanillo,1,1,n
lightweight,1,1,n
unsolicited,1,1,a
reputable,1,1,a
regressive,1,1,n
popeye,1,1,n
attrition,1,1,n
look,1,1,n
kula,1,1,n
nitric,1,1,a
trough,1,1,n
biz,1,1,n
granulation,1,1,n
exhaust,1,1,n
surround,1,1,n
feral,1,1,a
guar,1,1,n
transformative,1,1,n
sociocultural,1,1,a
cam,1,1,n
incompatibility,1,1,n
unsatisfied,1,1,a
scrubber,1,1,n
granulator,1,1,n
legislator,1,1,n
salubrity,1,1,n
renovate,1,1,n
outfit,1,1,n
sulfuric,1,1,n
lobster,1,1,n
statistic,1,1,a
demersal,1,1,n
tuna,1,1,n
extinction,1,1,n
bullet,1,1,n
traceable,1,1,a
led,1,1,n
dismantle,1,1,n
sproat,1,1,n
dismantler,1,1,n
solidification,1,1,n
diode,1,1,n
asthma,1,1,n
bacteriology,1,1,n
decontamination,1,1,n
warranty,1,1,n
dispense,1,1,n
kidney,1,1,n
bet,1,1,n
locutory,1,1,n
organ,1,1,n
completeness,1,1,n
kinetics,1,1,n
moss,1,1,n
auctioneer,1,1,n
serology,1,1,n
lubricator,1,1,n
reg,1,1,n
orthopedic,1,1,n
sweep,1,1,n
near,1,1,a
susceptibility,1,1,n
trickle,1,1,n
tripartite,1,1,n
partition,1,1,n
representativeness,1,1,n
justifiable,1,1,a
progressivity,1,1,n
reinject,1,1,n
cleanse,1,1,n
sandbox,1,1,n
saver,1,1,n
pate,1,1,n
nil,1,1,n
diminish,1,1,n
litigant,1,1,n
butterfly,1,1,n
endanger,1,1,n
shipper,1,1,n
dit,1,1,n
encapsulation,1,1,n
lempira,1,1,n
wait,1,1,n
oft,1,1,n
fishpond,1,1,n
sake,1,1,n
laine,1,1,n
blind,1,1,n
bathe,1,1,n
defaulter,1,1,n
volatile,1,1,a
restart,1,1,n
penal,1,1,n
penitentiary,1,1,n
adjudicative,1,1,a
innovator,1,1,n
jog,1,1,n
kat,1,1,n
baccalaureate,1,1,n
beer,1,1,n
infective,1,1,a
combustible,1,1,a
olio,1,1,n
decoration,1,1,n
carcass,1,1,n
dud,1,1,n
spry,1,1,n
provident,1,1,n
plume,1,1,n
nurture,1,1,n
neighbor,1,1,n
repeal,1,1,n
depend,1,1,n
rial,1,1,n
snowy,1,1,n
nun,1,1,n
understandable,1,1,a
conic,1,1,n
hood,1,1,n
ko,1,1,n
proto,1,1,n
ascertainment,1,1,n
ado,1,1,n
pand,1,1,n
concessionary,1,1,n
sarod,1,1,n
iba,1,1,n
yangtao,1,1,n
ger,1,1,n
pud,1,1,n
alo,1,1,n
riot,1,1,n
za,1,1,n
collegium,1,1,n
reciprocal,1,1,a
masa,1,1,n
controllable,1,1,a
niter,1,1,n
manas,1,1,n
sickness,1,1,n
davy,1,1,n
disposability,1,1,n
manageable,1,1,a
club,1,1,n
penile,1,1,n
aero,1,1,n
unexpected,1,1,a
seer,1,1,n
cree,1,1,n
sam,1,1,n
serta,1,1,n
naam,1,1,n
northwestern,1,1,a
reification,1,1,n
distant,1,1,n
olive,1,1,n
ewe,1,1,n
sociological,1,1,a
remunerative,1,1,n
sericulture,1,1,n
tubular,1,1,n
lye,1,1,n
warrior,1,1,n
yin,1,1,n
cotta,1,1,n
tug,1,1,n
baking,1,1,n
dissipate,1,1,n
obstruction,1,1,n
bit,1,1,n
linha,1,1,n
continuum,1,1,n
hew,1,1,n
seaplane,1,1,n
hat,1,1,n
undergrowth,1,1,n
flammable,1,1,a
chit,1,1,n
ait,1,1,n
decide,1,1,n
grouped,1,1,n
abuse,1,1,n
leather,1,1,n
thrower,1,1,n
rah,1,1,n
identifiable,1,1,a
turbogenerator,1,1,n
gal,1,1,n
babu,1,1,n
atma,1,1,n
trajectory,1,1,n
accept,1,1,n
locator,1,1,n
ife,1,1,n
soc,1,1,n
headquarter,1,1,n
batten,1,1,n
durability,1,1,n
drum,1,1,n
mowt,1,1,n
mitigatory,1,1,n
limestone,1,1,n
disqualification,1,1,n
tate,1,1,n
enlargement,1,1,n
pewter,1,1,n
warden,1,1,n
strategical,1,1,a
postdoctoral,1,1,a
feldsher,1,1,n
tien,1,1,n
coe,1,1,n
tapa,1,1,n
predatory,1,1,n
monopolization,1,1,n
increment,1,1,n
rib,1,1,n
mel,1,1,n
ism,1,1,n
lede,1,1,n
underlain,1,1,n
till,1,1,n
smile,1,1,n
cig,1,1,n
assignee,1,1,n
import,1,1,n
shale,1,1,n
lute,1,1,n
alem,1,1,n
censor,1,1,n
thereat,1,1,n
decent,1,1,n
pitch,1,1,n
bubbler,1,1,n
oer,1,1,n
hint,1,1,n
eye,1,1,n
incomer,1,1,n
measles,1,1,n
debenture,1,1,n
earner,1,1,n
voltaic,1,1,n
imperial,1,1,a
dive,1,1,n
untested,1,1,a
tertiary,1,1,n
settler,1,1,n
monopolar,1,1,n
revive,1,1,n
nagara,1,1,n
nomination,1,1,n
toral,1,1,a
satan,1,1,n
penalize,1,1,n
bongo,1,1,n
legitimate,1,1,n
puna,1,1,n
pharmacotherapy,1,1,n
variation,1,1,n
indifferent,1,1,n
hotelier,1,1,n
polymer,1,1,n
jacutinga,1,1,n
motorization,1,1,n
patriotic,1,1,a
telephony,1,1,n
operativity,1,1,n
propagate,1,1,n
starter,1,1,n
arrestment,1,1,n
petty,1,1,n
hawker,1,1,n
fortieth,1,1,n
bureaucracy,1,1,n
ament,1,1,n
deviation,1,1,n
shorter,1,1,n
infringement,1,1,n
blackout,1,1,n
dealing,1,1,n
corrosive,1,1,n
much,1,1,a
arbitrary,1,1,a
cepa,1,1,n
aperiodic,1,1,n
intrusive,1,1,a
connexion,1,1,n
benefice,1,1,n
lower,1,1,n
cutback,1,1,n
tine,1,1,n
assay,1,1,n
presumptive,1,1,n
subscriber,1,1,n
spend,1,1,n
alluvial,1,1,a
steeper,1,1,n
excursion,1,1,n
fiftieth,1,1,n
oceanographic,1,1,a
legislate,1,1,n
repertory,1,1,n
grinder,1,1,n
nig,1,1,n
dolina,1,1,n
propagation,1,1,n
brief,1,1,n
resp,1,1,n
glide,1,1,n
unmetered,1,1,a
pub,1,1,n
bogy,1,1,n
current,1,1,n
photocopier,1,1,n
oceanography,1,1,n
inmate,1,1,n
vocation,1,1,n
greenery,1,1,n
adaptable,1,1,a
headship,1,1,n
sharp,1,1,a
fatigue,1,1,n
chicken,1,1,n
reactivation,1,1,n
open,1,1,n
leniency,1,1,n
dynasty,1,1,n
analyst,1,1,n
frontage,1,1,n
spin,1,1,n
inappropriate,1,1,n
verifiable,1,1,a
dari,1,1,n
yang,1,1,n
surat,1,1,n
crowd,1,1,n
ballast,1,1,n
ravine,1,1,n
badlands,1,1,n
surrender,1,1,n
shor,1,1,n
sac,1,1,n
grandfather,1,1,n
valuator,1,1,n
optic,1,1,n
motivational,1,1,n
clerical,1,1,n
khan,1,1,n
cord,1,1,n
searchable,1,1,a
bargain,1,1,n
pereira,1,1,n
blacksmith,1,1,n
wit,1,1,n
carpenter,1,1,n
concert,1,1,n
intercultural,1,1,a
revocation,1,1,n
tain,1,1,n
robot,1,1,n
irremediable,1,1,a
fix,1,1,n
identifier,1,1,n
crossfall,1,1,n
colleague,1,1,n
saddler,1,1,n
cafeteria,1,1,n
chopper,1,1,n
music,1,1,n
synthesis,1,1,n
crore,1,1,n
editorial,1,1,n
banteng,1,1,n
cellulose,1,1,n
agronomist,1,1,n
enforceable,1,1,a
punishment,1,1,n
entrust,1,1,n
secrecy,1,1,n
foreman,1,1,n
reviewer,1,1,n
virology,1,1,n
phytopathology,1,1,n
biochemistry,1,1,n
toxicology,1,1,n
veterinarian,1,1,a
sider,1,1,n
generale,1,1,n
backfilling,1,1,n
residual,1,1,n
safe,1,1,n
yaba,1,1,n
roughness,1,1,n
categorize,1,1,n
handout,1,1,n
forge,1,1,n
accountancy,1,1,n
finality,1,1,n
certainty,1,1,n
compute,1,1,n
moment,1,1,n
flocculation,1,1,n
dag,1,1,n
carton,1,1,n
palma,1,1,n
inn,1,1,n
tercer,1,1,n
prejudice,1,1,n
counsel,1,1,n
precedent,1,1,n
designate,1,1,n
inconformity,1,1,n
confirm,1,1,n
headlight,1,1,n
report,1,1,n
caoutchouc,1,1,n
canister,1,1,n
mole,1,1,n
acquirer,1,1,n
attest,1,1,n
deleterious,1,1,a
runner,1,1,n
conduction,1,1,n
notional,1,1,a
industrialist,1,1,n
thereinafter,1,1,n
limnology,1,1,n
episode,1,1,n
reincorporation,1,1,n
communa,1,1,n
hence,1,1,n
accrual,1,1,n
deceleration,1,1,n
continent,1,1,n
costless,1,1,n
emerge,1,1,n
differentiate,1,1,n
banc,1,1,n
opt,1,1,n
disregard,1,1,n
bare,1,1,n
ruption,1,1,n
burner,1,1,n
topside,1,1,n
incompliance,1,1,n
convene,1,1,n
strategics,1,1,n
blas,1,1,n
uneducated,1,1,a
footwear,1,1,n
inculcate,1,1,n
wellhead,1,1,n
plat,1,1,n
comprehension,1,1,n
samara,1,1,n
lint,1,1,n
gin,1,1,n
ginnery,1,1,n
disk,1,1,n
helicopter,1,1,n
banding,1,1,n
impregnation,1,1,n
fanal,1,1,a
magnitude,1,1,n
caracter,1,1,n
flare,1,1,n
buoy,1,1,n
arna,1,1,n
invulnerable,1,1,a
prop,1,1,n
beautification,1,1,n
aggressor,1,1,n
impartiality,1,1,n
comparable,1,1,a
zee,1,1,n
bovine,1,1,n
unencumbered,1,1,a
computation,1,1,n
descent,1,1,n
isolate,1,1,n
implantation,1,1,n
slurry,1,1,n
hammam,1,1,n
disinfect,1,1,n
goi,1,1,n
dele,1,1,n
bridging,1,1,n
turndown,1,1,n
bridgework,1,1,n
taught,1,1,n
resurface,1,1,n
bubble,1,1,a
displayed,1,1,n
mutton,1,1,n
kino,1,1,n
branching,1,1,n
stimulus,1,1,n
imply,1,1,n
outlay,1,1,n
empirical,1,1,a
choke,1,1,n
knock,1,1,n
poll,1,1,n
premature,1,1,n
bind,1,1,n
tamis,1,1,n
sumption,1,1,n
grow,1,1,n
expeditious,1,1,a
alien,1,1,n
knee,1,1,n
forward,1,1,n
constitutive,1,1,n
biopsy,1,1,n
salpingectomy,1,1,n
corollary,1,1,n
restitution,1,1,n
aer,1,1,n
expiration,1,1,n
campo,1,1,n
juventude,1,1,n
sade,1,1,n
descendant,1,1,n
unnumbered,1,1,a
juice,1,1,n
vapor,1,1,n
bleeding,1,1,n
uncommon,1,1,a
cane,1,1,n
oxygen,1,1,n
mun,1,1,n
successive,1,1,n
speedboat,1,1,n
devolve,1,1,n
incorrect,1,1,n
obituary,1,1,n
equator,1,1,n
vet,1,1,n
verity,1,1,n
regin,1,1,n
ast,1,1,n
regia,1,1,n
fod,1,1,n
tab,1,1,n
grun,1,1,n
peculiarity,1,1,n
takt,1,1,n
cheese,1,1,n
breakfast,1,1,n
demarcate,1,1,n
pahi,1,1,n
estuarine,1,1,n
bituminous,1,1,a
cusp,1,1,n
equivalency,1,1,n
constituent,1,1,n
defect,1,1,n
readjustment,1,1,n
sunshine,1,1,n
herbal,1,1,n
kerosene,1,1,n
brewery,1,1,n
chore,1,1,n
zag,1,1,n
prefectoral,1,1,a
intense,1,1,n
young,1,1,n
paon,1,1,n
push,1,1,n
norma,1,1,n
burn,1,1,n
working,1,1,n
recultivation,1,1,n
drift,1,1,n
hertz,1,1,n
additive,1,1,a
calamity,1,1,n
meant,1,1,n
allocator,1,1,n
basement,1,1,n
oust,1,1,n
essay,1,1,n
characteristic,1,1,a
navigable,1,1,a
poetry,1,1,n
distinction,1,1,n
flotation,1,1,n
sab,1,1,n
consulate,1,1,n
toat,1,1,n
dough,1,1,n
tole,1,1,n
homogenization,1,1,n
atle,1,1,n
vall,1,1,n
alk,1,1,n
variance,1,1,n
truss,1,1,n
obtainable,1,1,a
alarm,1,1,n
vein,1,1,n
embolism,1,1,n
pulmonary,1,1,a
postoperative,1,1,n
traumatic,1,1,a
tonsillectomy,1,1,n
contracture,1,1,n
femur,1,1,n
cataract,1,1,n
abdominal,1,1,a
elective,1,1,a
probabilistic,1,1,a
treasure,1,1,n
taxed,1,1,n
parasitology,1,1,n
safflower,1,1,n
pontianak,1,1,n
coexistence,1,1,n
multisector,1,1,n
patronage,1,1,n
retrogression,1,1,n
echo,1,1,n
clarity,1,1,n
sounder,1,1,n
reconstitution,1,1,n
velocity,1,1,n
thrombosis,1,1,n
prelude,1,1,n
endorse,1,1,n
reside,1,1,n
sinking,1,1,n
elevate,1,1,n
robustness,1,1,n
quote,1,1,n
harmonious,1,1,a
salvage,1,1,n
dinosaur,1,1,n
accumulative,1,1,a
sister,1,1,n
physiotherapist,1,1,n
nutritionist,1,1,n
liver,1,1,n
reflector,1,1,n
translate,1,1,n
unrelated,1,1,a
switcher,1,1,n
moreover,1,1,n
unsecured,1,1,a
soya,1,1,n
auditory,1,1,n
rim,1,1,n
bodega,1,1,n
mild,1,1,n
aggregator,1,1,n
objectivity,1,1,n
negligence,1,1,n
poe,1,1,n
afield,1,1,n
sizeable,1,1,a
rainstorm,1,1,n
biostatistics,1,1,n
stre,1,1,n
rebuild,1,1,n
tice,1,1,n
spillage,1,1,n
phenyl,1,1,n
succession,1,1,n
librarianship,1,1,n
stam,1,1,n
abiological,1,1,a
lector,1,1,n
ovum,1,1,n
thermo,1,1,n
civics,1,1,n
endogenous,1,1,a
exogenous,1,1,a
hyacinth,1,1,n
maestro,1,1,n
psychologist,1,1,n
memoria,1,1,n
spig,1,1,n
mete,1,1,n
morong,1,1,n
leaky,1,1,n
missionary,1,1,a
divulgation,1,1,n
specificity,1,1,n
viral,1,1,a
hormone,1,1,n
delinquent,1,1,n
relevancy,1,1,n
arbitrate,1,1,n
monoculture,1,1,n
exhaustive,1,1,a
antitrust,1,1,a
oh,1,1,n
metabolic,1,1,n
insulin,1,1,n
lime,1,1,n
stratum,1,1,n
seashore,1,1,n
memorial,1,1,n
unprotected,1,1,a
triple,1,1,n
orang,1,1,n
enemy,1,1,n
premier,1,1,n
transversal,1,1,n
arbitrariness,1,1,n
manifest,1,1,a
sandwich,1,1,n
sharper,1,1,n
defoliation,1,1,n
booth,1,1,n
curtailment,1,1,n
manifestation,1,1,n
international,1,1,n
trait,1,1,n
ure,1,1,n
biometric,1,1,n
personalization,1,1,n
chlorine,1,1,n
noble,1,1,a
rincon,1,1,n
canary,1,1,n
chute,1,1,n
gros,1,1,n
islet,1,1,n
sage,1,1,n
seminary,1,1,n
demonstrative,1,1,n
redirect,1,1,n
tackle,1,1,n
friendliness,1,1,n
dip,1,1,n
fold,1,1,n
innocuity,1,1,n
correspondent,1,1,n
habeas,1,1,n
prisoner,1,1,n
prison,1,1,n
gradient,1,1,n
saber,1,1,n
ense,1,1,n
absenteeism,1,1,n
defecation,1,1,n
overview,1,1,n
mattress,1,1,n
parochial,1,1,n
subsidiary,1,1,n
stud,1,1,n
tempo,1,1,n
sill,1,1,n
amicable,1,1,a
anthracite,1,1,n
activist,1,1,n
lodge,1,1,n
ratification,1,1,n
comprehensiveness,1,1,n
enthusiasm,1,1,n
elicit,1,1,n
disparate,1,1,n
parapet,1,1,n
mimic,1,1,n
conciliator,1,1,n
recalibration,1,1,n
inactive,1,1,a
thesaurus,1,1,n
landmark,1,1,n
bend,1,1,n
icebreaker,1,1,n
carte,1,1,n
stearin,1,1,n
olein,1,1,n
kin,1,1,n
scarry,1,1,n
sima,1,1,n
dean,1,1,n
teaching,1,1,n
unite,1,1,a
wilt,1,1,n
soybean,1,1,n
pleasure,1,1,n
straddle,1,1,n
tugboat,1,1,n
minibus,1,1,n
rendition,1,1,n
polis,1,1,n
tipper,1,1,n
elephant,1,1,n
geometry,1,1,n
character,1,1,n
implemental,1,1,n
transpose,1,1,n
demography,1,1,n
periodicity,1,1,n
versatility,1,1,n
efficacious,1,1,a
trustworthy,1,1,n
coronary,1,1,n
systematical,1,1,a
thermoplastic,1,1,a
paint,1,1,n
stimulant,1,1,n
precede,1,1,n
tam,1,1,n
sline,1,1,n
exploitable,1,1,a
console,1,1,n
gel,1,1,n
shah,1,1,n
mohr,1,1,n
persistence,1,1,n
pho,1,1,n
mite,1,1,n
mart,1,1,n
patrimony,1,1,n
programmer,1,1,n
overgrown,1,1,n
receptivity,1,1,n
modulation,1,1,n
intravenous,1,1,a
lubricant,1,1,n
ripper,1,1,n
longevity,1,1,n
ethanol,1,1,n
quad,1,1,n
touse,1,1,n
shape,1,1,n
misrepresent,1,1,n
poison,1,1,n
sail,1,1,n
kala,1,1,n
pastoralist,1,1,n
logger,1,1,n
eucalypt,1,1,n
explanation,1,1,n
prevocational,1,1,n
hairless,1,1,n
mergence,1,1,n
detrimental,1,1,n
consequential,1,1,n
resistivity,1,1,n
diva,1,1,n
blackboard,1,1,n
radical,1,1,a
undertook,1,1,n
salta,1,1,n
congruent,1,1,n
commentary,1,1,n
clinician,1,1,n
educe,1,1,n
indefeasible,1,1,a
sailor,1,1,n
friendship,1,1,n
bath,1,1,n
church,1,1,n
conservatory,1,1,n
philharmonic,1,1,n
fortress,1,1,n
peter,1,1,n
marble,1,1,n
courtyard,1,1,n
gymnasium,1,1,n
invention,1,1,n
inventor,1,1,n
freshness,1,1,n
spirit,1,1,n
irregularity,1,1,n
founder,1,1,n
lith,1,1,n
reacher,1,1,n
diphtheria,1,1,n
pertussis,1,1,n
vale,1,1,n
ym,1,1,n
achievable,1,1,a
comparator,1,1,n
recherche,1,1,n
ridge,1,1,n
needle,1,1,n
enforceability,1,1,n
ophthalmologic,1,1,n
sweeper,1,1,n
polluter,1,1,n
tucuman,1,1,n
leprosy,1,1,n
foregone,1,1,n
budwood,1,1,n
fumigation,1,1,n
pledge,1,1,n
cod,1,1,n
bod,1,1,n
byway,1,1,n
porous,1,1,a
fever,1,1,n
sophisticated,1,1,a
registrant,1,1,n
overtime,1,1,n
eminent,1,1,n
reintegration,1,1,n
slippage,1,1,n
vote,1,1,n
immitigable,1,1,a
lean,1,1,n
vibrant,1,1,n
unfavorable,1,1,a
mesilla,1,1,n
associative,1,1,a
frontier,1,1,n
fairer,1,1,n
remove,1,1,n
driveway,1,1,n
migrate,1,1,n
amelioration,1,1,n
thinning,1,1,n
worthiness,1,1,n
bene,1,1,n
liberate,1,1,n
withoutside,1,1,n
authenticate,1,1,n
tal,1,1,n
triangle,1,1,n
legality,1,1,n
pilferage,1,1,n
unfilled,1,1,a
abandon,1,1,n
disagreement,1,1,n
bing,1,1,n
requirer,1,1,n
notation,1,1,n
inspire,1,1,n
bundle,1,1,n
bunch,1,1,n
loose,1,1,a
fuse,1,1,n
cheque,1,1,n
petition,1,1,n
resultant,1,1,n
courier,1,1,n
sant,1,1,n
bracket,1,1,n
stipulate,1,1,n
disaggregate,1,1,n
anemia,1,1,n
ilk,1,1,n
reintroduce,1,1,n
incursion,1,1,n
unprecedented,1,1,a
grown,1,1,n
repute,1,1,n
highlight,1,1,n
purity,1,1,n
helping,1,1,n
larval,1,1,n
regimen,1,1,n
familiarization,1,1,n
iterative,1,1,a
posse,1,1,n
common,1,1,n
tribe,1,1,n
caste,1,1,n
dae,1,1,n
tarbet,1,1,n
dev,1,1,n
poet,1,1,n
prerogative,1,1,n
biannual,1,1,a
upo,1,1,n
fum,1,1,n
yat,1,1,n
alt,1,1,n
delver,1,1,n
ancestral,1,1,a
calculator,1,1,n
mahatma,1,1,n
ewry,1,1,n
viand,1,1,n
embed,1,1,n
navy,1,1,n
agre,1,1,n
gory,1,1,n
violator,1,1,n
seascape,1,1,n
enthalpy,1,1,n
shrubland,1,1,n
distinguishable,1,1,a
coincide,1,1,n
onto,1,1,n
cutoff,1,1,n
briquette,1,1,n
zloty,1,1,n
sola,1,1,n
um,1,1,n
peripheral,1,1,a
fireman,1,1,n
reanimation,1,1,n
teen,1,1,n
berm,1,1,n
remunerate,1,1,n
assimilation,1,1,n
impermeable,1,1,a
lengthen,1,1,n
orifice,1,1,n
duma,1,1,n
escrow,1,1,n
salvageable,1,1,a
floral,1,1,a
faunal,1,1,a
dendrology,1,1,n
snail,1,1,n
deformation,1,1,n
reducer,1,1,n
dirt,1,1,n
tall,1,1,n
shot,1,1,n
straw,1,1,n
porcelain,1,1,n
desertion,1,1,n
obstetrician,1,1,n
anthology,1,1,n
bibliography,1,1,n
bilingualism,1,1,n
hidalgo,1,1,n
racism,1,1,n
suine,1,1,n
valuer,1,1,n
brod,1,1,n
munt,1,1,n
fons,1,1,n
unimpeded,1,1,a
undocumented,1,1,a
esteem,1,1,n
ruler,1,1,n
sequential,1,1,a
float,1,1,n
foreshore,1,1,n
casual,1,1,a
blasting,1,1,n
alfa,1,1,n
infestation,1,1,n
caterpillar,1,1,n
triangulation,1,1,n
boy,1,1,n
translator,1,1,n
distinguish,1,1,n
anatomic,1,1,a
lessen,1,1,n
canvas,1,1,n
symptomatic,1,1,a
evaporative,1,1,a
depression,1,1,n
antiviral,1,1,a
impair,1,1,n
thermos,1,1,n
sullage,1,1,n
bowl,1,1,n
cylinder,1,1,n
respirator,1,1,n
lethality,1,1,n
prescribe,1,1,n
transcription,1,1,n
politics,1,1,n
notebook,1,1,n
photocopy,1,1,n
ambiguity,1,1,n
wizard,1,1,n
hamper,1,1,n
jalap,1,1,n
terranean,1,1,n
zoning,1,1,n
defray,1,1,n
dial,1,1,n
spoken,1,1,n
directrices,1,1,n
crayon,1,1,n
padre,1,1,n
catholic,1,1,n
wayang,1,1,n
constrain,1,1,n
amplification,1,1,n
unsafe,1,1,a
patio,1,1,n
molt,1,1,n
hasan,1,1,n
mirador,1,1,n
hospitality,1,1,n
tarmac,1,1,n
homogenizer,1,1,n
strawberry,1,1,n
grape,1,1,n
notifiable,1,1,a
antiquity,1,1,n
architectonic,1,1,n
chalet,1,1,n
soma,1,1,n
bookkeeping,1,1,n
catalytical,1,1,a
banana,1,1,n
pineapple,1,1,n
operative,1,1,n
numerous,1,1,a
chest,1,1,n
rock,1,1,n
multimodal,1,1,n
admissibility,1,1,n
prophylaxis,1,1,n
likelihood,1,1,n
inversion,1,1,n
pubic,1,1,n
phi,1,1,n
gandul,1,1,n
leu,1,1,n
decile,1,1,n
belong,1,1,n
germ,1,1,n
plasm,1,1,n
botanical,1,1,a
puan,1,1,n
happiness,1,1,n
washery,1,1,n
evolutionary,1,1,a
analogous,1,1,a
deliverable,1,1,n
restraint,1,1,n
unlikely,1,1,a
shanty,1,1,n
glycol,1,1,n
tightness,1,1,n
orange,1,1,n
lagarto,1,1,n
adhesion,1,1,n
paternal,1,1,n
trackable,1,1,a
riverside,1,1,n
ternate,1,1,n
seniority,1,1,n
professorship,1,1,n
instant,1,1,n
dispensation,1,1,n
wisdom,1,1,n
overrun,1,1,n
landing,1,1,n
insufficient,1,1,n
prosperity,1,1,n
diary,1,1,a
unconnected,1,1,a
millennium,1,1,n
altitude,1,1,n
homologation,1,1,n
couple,1,1,n
married,1,1,a
khalsa,1,1,n
probation,1,1,n
underprivileged,1,1,a
carnallite,1,1,n
crystal,1,1,n
dead,1,1,a
defer,1,1,n
nepotism,1,1,n
collusion,1,1,n
rich,1,1,a
outdistance,1,1,n
alumnus,1,1,n
globulin,1,1,n
categorical,1,1,a
theory,1,1,n
madame,1,1,n
flagship,1,1,n
mids,1,1,n
stalk,1,1,n
ornithological,1,1,a
roun,1,1,n
escarpment,1,1,n
detour,1,1,n
duplicative,1,1,n
reset,1,1,n
golden,1,1,a
dirty,1,1,n
pediatric,1,1,n
wastage,1,1,n
coll,1,1,n
hemotherapy,1,1,n
lynch,1,1,n
belief,1,1,n
vitality,1,1,n
pager,1,1,n
shutdown,1,1,n
ket,1,1,n
limiter,1,1,n
undersized,1,1,a
encryption,1,1,n
secret,1,1,n
undisclosed,1,1,a
nostic,1,1,a
presidente,1,1,n
suant,1,1,n
